y,p,r
2.0126,0.9087,0.0259
2.0130,0.9085,0.0260
2.0134,0.9083,0.0261
2.0138,0.9082,0.0261
2.0139,0.9081,0.0261
2.0138,0.9082,0.0260
2.0139,0.9083,0.0260
2.0138,0.9085,0.0260
2.0136,0.9087,0.0259
2.0134,0.9089,0.0258
2.0133,0.9091,0.0256
2.0133,0.9094,0.0255
2.0133,0.9095,0.0255
2.0134,0.9096,0.0254
2.0134,0.9096,0.0253
2.0136,0.9097,0.0253
2.0138,0.9097,0.0253
2.0142,0.9095,0.0254
2.0145,0.9094,0.0253
2.0150,0.9092,0.0254
2.0154,0.9090,0.0255
2.0158,0.9088,0.0256
2.0161,0.9087,0.0258
2.0164,0.9085,0.0258
2.0167,0.9084,0.0260
2.0169,0.9084,0.0261
2.0170,0.9084,0.0261
2.0169,0.9085,0.0261
2.0171,0.9085,0.0261
2.0170,0.9087,0.0260
2.0169,0.9088,0.0259
2.0169,0.9089,0.0259
2.0170,0.9091,0.0259
2.0170,0.9093,0.0258
2.0168,0.9094,0.0257
2.0169,0.9095,0.0256
2.0171,0.9096,0.0257
2.0171,0.9096,0.0256
2.0174,0.9096,0.0257
2.0175,0.9095,0.0257
2.0178,0.9095,0.0257
2.0181,0.9094,0.0257
2.0185,0.9092,0.0258
2.0188,0.9091,0.0258
2.0190,0.9090,0.0259
2.0193,0.9089,0.0259
2.0195,0.9088,0.0259
2.0196,0.9088,0.0259
2.0197,0.9089,0.0258
2.0197,0.9090,0.0258
2.0197,0.9091,0.0258
2.0198,0.9093,0.0258
2.0197,0.9093,0.0257
2.0199,0.9094,0.0257
2.0199,0.9095,0.0257
2.0201,0.9095,0.0257
2.0201,0.9096,0.0256
2.0203,0.9096,0.0256
2.0203,0.9096,0.0255
2.0206,0.9097,0.0254
2.0208,0.9097,0.0255
2.0209,0.9097,0.0254
2.0212,0.9097,0.0254
2.0213,0.9096,0.0254
2.0215,0.9096,0.0254
2.0216,0.9095,0.0254
2.0219,0.9095,0.0255
2.0220,0.9095,0.0256
2.0220,0.9095,0.0256
2.0223,0.9094,0.0257
2.0224,0.9094,0.0257
2.0224,0.9094,0.0259
2.0224,0.9094,0.0259
2.0225,0.9095,0.0260
2.0225,0.9095,0.0260
2.0226,0.9096,0.0262
2.0228,0.9094,0.0263
2.0228,0.9094,0.0263
2.0230,0.9094,0.0264
2.0233,0.9094,0.0264
2.0234,0.9094,0.0265
2.0235,0.9093,0.0265
2.0238,0.9093,0.0266
2.0239,0.9094,0.0265
2.0240,0.9094,0.0266
2.0240,0.9095,0.0265
2.0242,0.9096,0.0265
2.0244,0.9095,0.0265
2.0244,0.9096,0.0264
2.0246,0.9096,0.0265
2.0247,0.9095,0.0264
2.0249,0.9096,0.0265
2.0251,0.9096,0.0265
2.0251,0.9097,0.0265
2.0252,0.9097,0.0264
2.0254,0.9097,0.0264
2.0255,0.9097,0.0265
2.0257,0.9096,0.0264
2.0260,0.9096,0.0264
2.0262,0.9095,0.0264
2.0262,0.9096,0.0264
2.0265,0.9096,0.0264
2.0266,0.9095,0.0264
2.0268,0.9096,0.0265
2.0269,0.9095,0.0265
2.0271,0.9095,0.0264
2.0272,0.9095,0.0265
2.0273,0.9095,0.0264
2.0276,0.9095,0.0265
2.0277,0.9095,0.0264
2.0277,0.9096,0.0265
2.0279,0.9096,0.0264
2.0279,0.9096,0.0264
2.0280,0.9097,0.0263
2.0283,0.9097,0.0264
2.0284,0.9097,0.0264
2.0285,0.9097,0.0263
2.0288,0.9096,0.0264
2.0289,0.9096,0.0263
2.0291,0.9097,0.0264
2.0292,0.9096,0.0264
2.0294,0.9096,0.0263
2.0297,0.9096,0.0264
2.0298,0.9095,0.0264
2.0299,0.9095,0.0265
2.0300,0.9096,0.0265
2.0301,0.9095,0.0264
2.0303,0.9096,0.0265
2.0304,0.9095,0.0266
2.0304,0.9097,0.0266
2.0305,0.9097,0.0265
2.0305,0.9098,0.0266
2.0306,0.9098,0.0266
2.0308,0.9098,0.0267
2.0308,0.9099,0.0267
2.0309,0.9099,0.0266
2.0311,0.9098,0.0267
2.0313,0.9099,0.0267
2.0314,0.9099,0.0266
2.0315,0.9100,0.0266
2.0316,0.9099,0.0266
2.0317,0.9099,0.0267
2.0318,0.9100,0.0266
2.0318,0.9101,0.0266
2.0320,0.9101,0.0266
2.0321,0.9100,0.0266
2.0323,0.9102,0.0266
2.0324,0.9101,0.0266
2.0325,0.9102,0.0266
2.0328,0.9102,0.0266
2.0329,0.9101,0.0266
2.0330,0.9101,0.0265
2.0333,0.9101,0.0266
2.0334,0.9101,0.0266
2.0334,0.9102,0.0266
2.0335,0.9103,0.0266
2.0335,0.9104,0.0265
2.0337,0.9104,0.0266
2.0339,0.9105,0.0265
2.0340,0.9104,0.0266
2.0341,0.9105,0.0265
2.0343,0.9104,0.0265
2.0345,0.9104,0.0266
2.0345,0.9105,0.0265
2.0348,0.9104,0.0265
2.0349,0.9104,0.0266
2.0351,0.9104,0.0265
2.0352,0.9104,0.0265
2.0353,0.9103,0.0264
2.0356,0.9104,0.0265
2.0357,0.9103,0.0265
2.0358,0.9104,0.0265
2.0359,0.9103,0.0265
2.0361,0.9105,0.0265
2.0362,0.9105,0.0266
2.0363,0.9105,0.0265
2.0364,0.9106,0.0266
2.0366,0.9106,0.0265
2.0367,0.9107,0.0265
2.0368,0.9106,0.0265
2.0368,0.9107,0.0265
2.0370,0.9107,0.0265
2.0371,0.9107,0.0265
2.0373,0.9107,0.0266
2.0374,0.9107,0.0265
2.0374,0.9107,0.0266
2.0376,0.9107,0.0265
2.0377,0.9107,0.0266
2.0379,0.9108,0.0265
2.0381,0.9107,0.0266
2.0382,0.9107,0.0266
2.0384,0.9108,0.0265
2.0384,0.9108,0.0266
2.0386,0.9108,0.0265
2.0388,0.9109,0.0265
2.0390,0.9108,0.0264
2.0390,0.9109,0.0265
2.0393,0.9108,0.0265
2.0394,0.9108,0.0264
2.0396,0.9108,0.0265
2.0398,0.9109,0.0265
2.0399,0.9109,0.0265
2.0399,0.9109,0.0264
2.0401,0.9109,0.0265
2.0403,0.9110,0.0264
2.0404,0.9110,0.0265
2.0405,0.9110,0.0264
2.0406,0.9110,0.0265
2.0408,0.9111,0.0264
2.0409,0.9110,0.0264
2.0411,0.9111,0.0265
2.0411,0.9111,0.0264
2.0413,0.9110,0.0264
2.0416,0.9111,0.0265
2.0416,0.9111,0.0264
2.0417,0.9111,0.0264
2.0418,0.9111,0.0264
2.0419,0.9111,0.0264
2.0421,0.9111,0.0265
2.0423,0.9112,0.0264
2.0424,0.9111,0.0264
2.0426,0.9112,0.0265
2.0426,0.9112,0.0264
2.0427,0.9112,0.0264
2.0428,0.9112,0.0263
2.0429,0.9112,0.0264
2.0430,0.9113,0.0263
2.0431,0.9113,0.0264
2.0433,0.9114,0.0264
2.0434,0.9114,0.0264
2.0436,0.9114,0.0264
2.0439,0.9113,0.0265
2.0440,0.9113,0.0265
2.0441,0.9114,0.0264
2.0442,0.9113,0.0264
2.0445,0.9112,0.0264
2.0446,0.9113,0.0265
2.0448,0.9113,0.0265
2.0450,0.9112,0.0264
2.0451,0.9113,0.0265
2.0452,0.9113,0.0264
2.0455,0.9113,0.0265
2.0456,0.9113,0.0266
2.0457,0.9112,0.0265
2.0459,0.9112,0.0266
2.0460,0.9112,0.0266
2.0461,0.9113,0.0266
2.0461,0.9114,0.0265
2.0464,0.9114,0.0266
2.0465,0.9113,0.0266
2.0468,0.9111,0.0267
2.0469,0.9112,0.0267
2.0468,0.9113,0.0267
2.0469,0.9112,0.0268
2.0472,0.9111,0.0267
2.0473,0.9111,0.0268
2.0475,0.9111,0.0269
2.0477,0.9112,0.0268
2.0478,0.9112,0.0269
2.0478,0.9112,0.0268
2.0481,0.9111,0.0268
2.0483,0.9112,0.0269
2.0483,0.9112,0.0268
2.0486,0.9111,0.0268
2.0488,0.9111,0.0268
2.0488,0.9111,0.0267
2.0489,0.9111,0.0268
2.0493,0.9111,0.0268
2.0494,0.9111,0.0268
2.0497,0.9110,0.0269
2.0498,0.9109,0.0268
2.0500,0.9110,0.0269
2.0502,0.9110,0.0269
2.0503,0.9109,0.0268
2.0506,0.9109,0.0269
2.0507,0.9109,0.0269
2.0509,0.9108,0.0269
2.0512,0.9108,0.0269
2.0512,0.9109,0.0269
2.0514,0.9108,0.0269
2.0516,0.9108,0.0270
2.0518,0.9107,0.0270
2.0521,0.9107,0.0270
2.0521,0.9108,0.0269
2.0524,0.9107,0.0270
2.0526,0.9107,0.0270
2.0527,0.9107,0.0269
2.0530,0.9106,0.0271
2.0531,0.9106,0.0270
2.0533,0.9106,0.0271
2.0533,0.9106,0.0270
2.0536,0.9106,0.0270
2.0538,0.9106,0.0271
2.0538,0.9106,0.0270
2.0541,0.9106,0.0270
2.0543,0.9106,0.0271
2.0543,0.9106,0.0270
2.0545,0.9106,0.0269
2.0546,0.9106,0.0269
2.0548,0.9106,0.0269
2.0549,0.9106,0.0269
2.0551,0.9105,0.0269
2.0553,0.9106,0.0269
2.0554,0.9106,0.0269
2.0557,0.9105,0.0270
2.0559,0.9104,0.0269
2.0562,0.9104,0.0269
2.0565,0.9103,0.0270
2.0565,0.9104,0.0269
2.0568,0.9104,0.0270
2.0569,0.9103,0.0270
2.0572,0.9103,0.0270
2.0574,0.9102,0.0270
2.0574,0.9103,0.0269
2.0577,0.9103,0.0270
2.0578,0.9103,0.0269
2.0579,0.9103,0.0269
2.0581,0.9103,0.0268
2.0582,0.9104,0.0267
2.0583,0.9104,0.0267
2.0586,0.9104,0.0267
2.0589,0.9103,0.0267
2.0592,0.9103,0.0268
2.0595,0.9102,0.0268
2.0598,0.9102,0.0268
2.0601,0.9100,0.0268
2.0604,0.9099,0.0268
2.0604,0.9100,0.0269
2.0606,0.9100,0.0268
2.0608,0.9100,0.0269
2.0609,0.9100,0.0268
2.0609,0.9102,0.0268
2.0610,0.9102,0.0268
2.0611,0.9102,0.0268
2.0613,0.9102,0.0268
2.0614,0.9103,0.0267
2.0615,0.9104,0.0267
2.0617,0.9104,0.0265
2.0622,0.9103,0.0266
2.0623,0.9103,0.0266
2.0626,0.9102,0.0266
2.0629,0.9102,0.0266
2.0631,0.9101,0.0266
2.0634,0.9100,0.0266
2.0635,0.9100,0.0267
2.0636,0.9101,0.0266
2.0637,0.9101,0.0266
2.0638,0.9101,0.0267
2.0640,0.9101,0.0268
2.0640,0.9102,0.0268
2.0640,0.9103,0.0268
2.0641,0.9104,0.0267
2.0641,0.9105,0.0267
2.0644,0.9105,0.0267
2.0644,0.9106,0.0266
2.0644,0.9107,0.0265
2.0647,0.9107,0.0265
2.0649,0.9106,0.0264
2.0652,0.9106,0.0266
2.0655,0.9105,0.0266
2.0656,0.9105,0.0266
2.0659,0.9104,0.0267
2.0660,0.9104,0.0267
2.0663,0.9104,0.0268
2.0665,0.9103,0.0267
2.0666,0.9103,0.0268
2.0669,0.9103,0.0268
2.0670,0.9103,0.0269
2.0669,0.9104,0.0268
2.0671,0.9103,0.0268
2.0670,0.9106,0.0267
2.0671,0.9107,0.0267
2.0671,0.9108,0.0266
2.0669,0.9110,0.0265
2.0670,0.9111,0.0264
2.0669,0.9113,0.0264
2.0670,0.9114,0.0263
2.0672,0.9114,0.0262
2.0674,0.9115,0.0262
2.0676,0.9114,0.0262
2.0679,0.9114,0.0263
2.0683,0.9112,0.0264
2.0687,0.9110,0.0264
2.0691,0.9108,0.0265
2.0694,0.9106,0.0267
2.0697,0.9104,0.0268
2.0699,0.9103,0.0269
2.0701,0.9103,0.0270
2.0702,0.9103,0.0270
2.0702,0.9104,0.0270
2.0701,0.9105,0.0270
2.0702,0.9107,0.0270
2.0701,0.9108,0.0269
2.0701,0.9110,0.0269
2.0699,0.9112,0.0268
2.0697,0.9114,0.0267
2.0697,0.9115,0.0267
2.0699,0.9116,0.0266
2.0700,0.9117,0.0266
2.0703,0.9117,0.0266
2.0705,0.9116,0.0265
2.0709,0.9115,0.0266
2.0712,0.9114,0.0267
2.0717,0.9113,0.0268
2.0720,0.9112,0.0268
2.0724,0.9110,0.0269
2.0726,0.9109,0.0270
2.0730,0.9107,0.0271
2.0733,0.9106,0.0271
2.0735,0.9105,0.0272
2.0736,0.9106,0.0271
2.0737,0.9106,0.0272
2.0736,0.9107,0.0272
2.0735,0.9107,0.0271
2.0732,0.9107,0.0267
2.0728,0.9108,0.0265
2.0727,0.9107,0.0262
2.0725,0.9106,0.0259
2.0724,0.9105,0.0257
2.0724,0.9104,0.0255
2.0723,0.9102,0.0252
2.0726,0.9098,0.0250
2.0728,0.9095,0.0250
2.0732,0.9091,0.0249
2.0735,0.9087,0.0250
2.0739,0.9082,0.0250
2.0742,0.9078,0.0251
2.0744,0.9073,0.0251
2.0746,0.9070,0.0250
2.0748,0.9069,0.0249
2.0750,0.9068,0.0248
2.0752,0.9064,0.0247
2.0754,0.9060,0.0247
2.0751,0.9058,0.0245
2.0746,0.9059,0.0242
2.0743,0.9060,0.0239
2.0740,0.9060,0.0237
2.0738,0.9060,0.0235
2.0737,0.9059,0.0232
2.0735,0.9059,0.0229
2.0734,0.9058,0.0227
2.0735,0.9055,0.0226
2.0738,0.9053,0.0225
2.0740,0.9051,0.0223
2.0743,0.9047,0.0223
2.0747,0.9042,0.0223
2.0750,0.9039,0.0224
2.0753,0.9035,0.0224
2.0757,0.9032,0.0225
2.0759,0.9029,0.0225
2.0762,0.9025,0.0225
2.0763,0.9023,0.0223
2.0764,0.9021,0.0222
2.0764,0.9017,0.0221
2.0762,0.9016,0.0220
2.0758,0.9016,0.0218
2.0754,0.9017,0.0217
2.0749,0.9018,0.0215
2.0745,0.9019,0.0212
2.0743,0.9020,0.0211
2.0743,0.9020,0.0208
2.0743,0.9019,0.0207
2.0744,0.9017,0.0206
2.0745,0.9015,0.0205
2.0749,0.9012,0.0205
2.0753,0.9008,0.0205
2.0756,0.9004,0.0206
2.0759,0.9000,0.0207
2.0761,0.8997,0.0207
2.0763,0.8993,0.0207
2.0768,0.8991,0.0207
2.0772,0.8989,0.0206
2.0773,0.8986,0.0205
2.0774,0.8983,0.0204
2.0772,0.8982,0.0203
2.0768,0.8982,0.0202
2.0762,0.8984,0.0199
2.0756,0.8987,0.0196
2.0751,0.8990,0.0195
2.0749,0.8991,0.0192
2.0747,0.8992,0.0190
2.0745,0.8992,0.0188
2.0745,0.8991,0.0186
2.0746,0.8989,0.0186
2.0747,0.8987,0.0186
2.0750,0.8984,0.0186
2.0752,0.8981,0.0186
2.0756,0.8979,0.0187
2.0757,0.8976,0.0188
2.0760,0.8972,0.0189
2.0762,0.8969,0.0190
2.0765,0.8966,0.0190
2.0765,0.8963,0.0191
2.0766,0.8962,0.0190
2.0765,0.8961,0.0189
2.0761,0.8962,0.0188
2.0758,0.8962,0.0187
2.0755,0.8963,0.0185
2.0750,0.8965,0.0183
2.0746,0.8967,0.0180
2.0744,0.8968,0.0178
2.0743,0.8968,0.0176
2.0743,0.8967,0.0175
2.0744,0.8967,0.0174
2.0741,0.8967,0.0172
2.0743,0.8967,0.0172
2.0746,0.8965,0.0172
2.0749,0.8962,0.0173
2.0750,0.8960,0.0173
2.0754,0.8958,0.0174
2.0757,0.8954,0.0175
2.0759,0.8950,0.0175
2.0761,0.8948,0.0176
2.0762,0.8945,0.0176
2.0762,0.8942,0.0176
2.0762,0.8941,0.0176
2.0758,0.8941,0.0175
2.0755,0.8942,0.0173
2.0751,0.8943,0.0172
2.0749,0.8944,0.0172
2.0745,0.8945,0.0170
2.0745,0.8947,0.0168
2.0742,0.8947,0.0166
2.0742,0.8947,0.0166
2.0742,0.8946,0.0165
2.0743,0.8946,0.0165
2.0745,0.8944,0.0164
2.0746,0.8943,0.0165
2.0750,0.8940,0.0166
2.0751,0.8939,0.0166
2.0754,0.8936,0.0167
2.0756,0.8932,0.0167
2.0758,0.8929,0.0168
2.0759,0.8928,0.0166
2.0761,0.8926,0.0166
2.0764,0.8923,0.0166
2.0763,0.8923,0.0166
2.0760,0.8924,0.0164
2.0757,0.8924,0.0163
2.0753,0.8925,0.0161
2.0751,0.8926,0.0160
2.0749,0.8927,0.0158
2.0746,0.8928,0.0157
2.0746,0.8929,0.0155
2.0746,0.8929,0.0155
2.0745,0.8929,0.0154
2.0746,0.8928,0.0154
2.0748,0.8927,0.0153
2.0748,0.8926,0.0154
2.0752,0.8923,0.0154
2.0755,0.8920,0.0156
2.0757,0.8917,0.0156
2.0759,0.8915,0.0158
2.0762,0.8913,0.0158
2.0763,0.8911,0.0157
2.0765,0.8910,0.0157
2.0764,0.8909,0.0156
2.0763,0.8909,0.0155
2.0761,0.8909,0.0153
2.0758,0.8910,0.0152
2.0754,0.8912,0.0150
2.0751,0.8913,0.0149
2.0751,0.8914,0.0147
2.0748,0.8915,0.0145
2.0748,0.8916,0.0144
2.0747,0.8917,0.0143
2.0748,0.8916,0.0143
2.0748,0.8916,0.0142
2.0751,0.8914,0.0143
2.0753,0.8913,0.0143
2.0757,0.8910,0.0145
2.0758,0.8907,0.0146
2.0761,0.8906,0.0146
2.0763,0.8903,0.0147
2.0767,0.8900,0.0148
2.0768,0.8898,0.0148
2.0769,0.8897,0.0147
2.0768,0.8897,0.0147
2.0765,0.8896,0.0146
2.0763,0.8897,0.0145
2.0760,0.8898,0.0143
2.0756,0.8901,0.0141
2.0754,0.8902,0.0140
2.0752,0.8902,0.0138
2.0751,0.8904,0.0138
2.0751,0.8903,0.0137
2.0751,0.8903,0.0137
2.0753,0.8902,0.0136
2.0753,0.8902,0.0136
2.0755,0.8901,0.0137
2.0759,0.8898,0.0138
2.0761,0.8896,0.0139
2.0764,0.8894,0.0140
2.0765,0.8892,0.0141
2.0769,0.8890,0.0141
2.0769,0.8889,0.0142
2.0771,0.8888,0.0142
2.0772,0.8887,0.0141
2.0773,0.8886,0.0140
2.0771,0.8885,0.0140
2.0768,0.8886,0.0137
2.0766,0.8887,0.0136
2.0763,0.8889,0.0135
2.0761,0.8890,0.0134
2.0759,0.8891,0.0133
2.0758,0.8892,0.0131
2.0757,0.8893,0.0130
2.0757,0.8893,0.0130
2.0758,0.8893,0.0130
2.0760,0.8892,0.0131
2.0762,0.8890,0.0131
2.0766,0.8888,0.0133
2.0769,0.8885,0.0133
2.0772,0.8883,0.0134
2.0774,0.8881,0.0135
2.0777,0.8878,0.0135
2.0778,0.8876,0.0135
2.0780,0.8874,0.0136
2.0780,0.8872,0.0135
2.0779,0.8872,0.0135
2.0776,0.8873,0.0133
2.0774,0.8874,0.0132
2.0772,0.8875,0.0130
2.0770,0.8876,0.0129
2.0766,0.8879,0.0127
2.0763,0.8881,0.0125
2.0763,0.8882,0.0123
2.0762,0.8882,0.0122
2.0761,0.8883,0.0120
2.0763,0.8882,0.0120
2.0764,0.8882,0.0120
2.0766,0.8880,0.0120
2.0769,0.8879,0.0122
2.0771,0.8878,0.0123
2.0774,0.8875,0.0124
2.0778,0.8872,0.0125
2.0780,0.8871,0.0125
2.0782,0.8868,0.0126
2.0783,0.8866,0.0126
2.0785,0.8865,0.0127
2.0784,0.8864,0.0128
2.0782,0.8864,0.0127
2.0780,0.8866,0.0126
2.0779,0.8866,0.0125
2.0778,0.8867,0.0125
2.0775,0.8868,0.0124
2.0773,0.8869,0.0123
2.0772,0.8870,0.0121
2.0771,0.8870,0.0120
2.0770,0.8871,0.0120
2.0771,0.8870,0.0119
2.0772,0.8868,0.0120
2.0774,0.8867,0.0121
2.0776,0.8865,0.0121
2.0779,0.8863,0.0122
2.0783,0.8860,0.0123
2.0786,0.8858,0.0124
2.0789,0.8856,0.0124
2.0790,0.8857,0.0122
2.0791,0.8861,0.0120
2.0794,0.8864,0.0118
2.0798,0.8867,0.0118
2.0802,0.8866,0.0117
2.0803,0.8867,0.0114
2.0804,0.8867,0.0111
2.0802,0.8870,0.0107
2.0803,0.8872,0.0104
2.0801,0.8875,0.0099
2.0797,0.8880,0.0096
2.0793,0.8884,0.0094
2.0790,0.8890,0.0091
2.0786,0.8895,0.0090
2.0784,0.8899,0.0089
2.0786,0.8900,0.0089
2.0789,0.8899,0.0090
2.0793,0.8898,0.0090
2.0797,0.8898,0.0093
2.0800,0.8900,0.0095
2.0803,0.8903,0.0097
2.0806,0.8907,0.0098
2.0809,0.8909,0.0099
2.0814,0.8911,0.0101
2.0819,0.8912,0.0101
2.0823,0.8908,0.0101
2.0826,0.8903,0.0103
2.0825,0.8901,0.0104
2.0824,0.8900,0.0106
2.0823,0.8897,0.0107
2.0820,0.8896,0.0110
2.0817,0.8895,0.0110
2.0814,0.8894,0.0109
2.0815,0.8894,0.0110
2.0819,0.8893,0.0110
2.0814,0.8894,0.0099
2.0806,0.8902,0.0085
2.0812,0.8911,0.0081
2.0827,0.8916,0.0080
2.0841,0.8914,0.0073
2.0854,0.8911,0.0066
2.0868,0.8911,0.0061
2.0882,0.8912,0.0059
2.0898,0.8908,0.0056
2.0914,0.8903,0.0055
2.0930,0.8898,0.0053
2.0945,0.8896,0.0054
2.0958,0.8894,0.0055
2.0974,0.8891,0.0059
2.0985,0.8884,0.0061
2.0996,0.8877,0.0064
2.1001,0.8873,0.0065
2.1005,0.8872,0.0068
2.1009,0.8870,0.0073
2.1009,0.8871,0.0073
2.1006,0.8874,0.0074
2.1002,0.8877,0.0073
2.1002,0.8879,0.0075
2.0999,0.8878,0.0075
2.0999,0.8875,0.0075
2.0999,0.8873,0.0077
2.0997,0.8872,0.0077
2.0995,0.8872,0.0077
2.0993,0.8871,0.0075
2.0993,0.8872,0.0075
2.0996,0.8873,0.0076
2.0999,0.8872,0.0075
2.1004,0.8869,0.0077
2.1007,0.8867,0.0079
2.1008,0.8866,0.0080
2.1005,0.8869,0.0081
2.1001,0.8875,0.0081
2.0995,0.8882,0.0081
2.0988,0.8889,0.0080
2.0982,0.8898,0.0079
2.0978,0.8903,0.0078
2.0976,0.8908,0.0078
2.0975,0.8909,0.0078
2.0972,0.8910,0.0077
2.0973,0.8912,0.0077
2.0972,0.8914,0.0078
2.0972,0.8914,0.0078
2.0973,0.8912,0.0077
2.0972,0.8910,0.0077
2.0974,0.8909,0.0077
2.0975,0.8908,0.0077
2.0975,0.8908,0.0077
2.0975,0.8908,0.0077
2.0972,0.8909,0.0077
2.0971,0.8910,0.0077
2.0968,0.8912,0.0078
2.0965,0.8913,0.0078
2.0963,0.8914,0.0079
2.0961,0.8915,0.0080
2.0959,0.8914,0.0080
2.0957,0.8912,0.0081
2.0955,0.8909,0.0082
2.0954,0.8904,0.0084
2.0953,0.8899,0.0085
2.0951,0.8897,0.0086
2.0952,0.8897,0.0087
2.0953,0.8895,0.0087
2.0957,0.8892,0.0086
2.0958,0.8887,0.0085
2.0961,0.8887,0.0084
2.0963,0.8890,0.0083
2.0965,0.8892,0.0083
2.0965,0.8894,0.0082
2.0963,0.8897,0.0081
2.0961,0.8900,0.0081
2.0958,0.8903,0.0082
2.0957,0.8905,0.0082
2.0957,0.8905,0.0082
2.0955,0.8906,0.0081
2.0956,0.8907,0.0083
2.0956,0.8907,0.0083
2.0955,0.8906,0.0083
2.0957,0.8904,0.0082
2.0956,0.8904,0.0083
2.0955,0.8905,0.0084
2.0953,0.8905,0.0083
2.0952,0.8902,0.0083
2.0952,0.8901,0.0083
2.0951,0.8901,0.0082
2.0952,0.8901,0.0083
2.0952,0.8901,0.0083
2.0953,0.8900,0.0084
2.0953,0.8899,0.0084
2.0952,0.8898,0.0084
2.0952,0.8897,0.0085
2.0951,0.8894,0.0085
2.0951,0.8893,0.0086
2.0950,0.8890,0.0086
2.0950,0.8888,0.0086
2.0951,0.8886,0.0085
2.0951,0.8881,0.0085
2.0949,0.8883,0.0085
2.0943,0.8885,0.0084
2.0942,0.8877,0.0083
2.0941,0.8874,0.0084
2.0940,0.8876,0.0085
2.0938,0.8876,0.0085
2.0939,0.8873,0.0084
2.0942,0.8867,0.0084
2.0943,0.8866,0.0083
2.0943,0.8867,0.0082
2.0944,0.8865,0.0081
2.0946,0.8863,0.0082
2.0945,0.8864,0.0081
2.0943,0.8867,0.0081
2.0942,0.8868,0.0082
2.0942,0.8869,0.0083
2.0940,0.8870,0.0083
2.0939,0.8868,0.0084
2.0939,0.8863,0.0085
2.0938,0.8859,0.0087
2.0938,0.8856,0.0088
2.0939,0.8849,0.0091
2.0937,0.8843,0.0092
2.0926,0.8843,0.0091
2.0920,0.8838,0.0094
2.0917,0.8821,0.0101
2.0910,0.8805,0.0102
2.0894,0.8804,0.0100
2.0875,0.8822,0.0098
2.0868,0.8830,0.0106
2.0867,0.8813,0.0114
2.0855,0.8794,0.0115
2.0830,0.8796,0.0112
2.0807,0.8811,0.0117
2.0794,0.8818,0.0130
2.0780,0.8816,0.0140
2.0756,0.8814,0.0142
2.0728,0.8820,0.0144
2.0703,0.8827,0.0148
2.0677,0.8843,0.0151
2.0645,0.8871,0.0154
2.0613,0.8910,0.0157
2.0582,0.8956,0.0161
2.0546,0.9005,0.0163
2.0506,0.9058,0.0167
2.0460,0.9118,0.0175
2.0406,0.9182,0.0181
2.0348,0.9245,0.0190
2.0286,0.9304,0.0197
2.0224,0.9357,0.0209
2.0160,0.9411,0.0222
2.0086,0.9480,0.0235
2.0004,0.9568,0.0250
1.9915,0.9661,0.0267
1.9825,0.9752,0.0284
1.9733,0.9838,0.0298
1.9637,0.9922,0.0309
1.9538,1.0014,0.0318
1.9429,1.0121,0.0318
1.9325,1.0235,0.0319
1.9236,1.0344,0.0322
1.9155,1.0449,0.0323
1.9083,1.0544,0.0324
1.9016,1.0637,0.0324
1.8948,1.0731,0.0324
1.8877,1.0827,0.0320
1.8810,1.0916,0.0317
1.8755,1.0984,0.0318
1.8716,1.1025,0.0323
1.8691,1.1039,0.0329
1.8673,1.1038,0.0335
1.8657,1.1029,0.0338
1.8642,1.1013,0.0340
1.8631,1.0989,0.0342
1.8617,1.0970,0.0342
1.8599,1.0961,0.0342
1.8577,1.0958,0.0342
1.8557,1.0951,0.0344
1.8539,1.0935,0.0348
1.8522,1.0912,0.0355
1.8504,1.0886,0.0363
1.8476,1.0866,0.0370
1.8438,1.0858,0.0377
1.8390,1.0862,0.0384
1.8332,1.0879,0.0393
1.8268,1.0906,0.0405
1.8198,1.0942,0.0421
1.8119,1.0996,0.0437
1.8034,1.1068,0.0454
1.7950,1.1147,0.0474
1.7869,1.1225,0.0495
1.7796,1.1294,0.0518
1.7732,1.1345,0.0542
1.7680,1.1378,0.0564
1.7638,1.1395,0.0587
1.7601,1.1414,0.0607
1.7564,1.1456,0.0623
1.7523,1.1543,0.0633
1.7464,1.1710,0.0638
1.7383,1.1989,0.0641
1.7266,1.2417,0.0641
1.7112,1.2979,0.0641
1.6943,1.3608,0.0651
1.6951,1.3639,0.0666
1.6934,1.3709,0.0662
1.6879,1.3791,0.0619
1.6888,1.3759,0.0606
1.6894,1.3748,0.0599
1.6882,1.3764,0.0578
1.6878,1.3779,0.0568
1.6877,1.3774,0.0554
1.6880,1.3767,0.0543
1.6879,1.3760,0.0532
1.6884,1.3750,0.0527
1.6901,1.3735,0.0541
1.6922,1.3722,0.0558
1.6924,1.3722,0.0560
1.6935,1.3718,0.0573
1.6952,1.3712,0.0597
1.6973,1.3701,0.0625
1.6989,1.3688,0.0655
1.7000,1.3668,0.0684
1.6996,1.3647,0.0706
1.6984,1.3629,0.0729
1.6966,1.3615,0.0750
1.6944,1.3604,0.0769
1.6922,1.3596,0.0787
1.6901,1.3590,0.0806
1.6884,1.3585,0.0827
1.6870,1.3583,0.0849
1.6859,1.3578,0.0875
1.6852,1.3571,0.0906
1.6843,1.3567,0.0937
1.6834,1.3561,0.0969
1.6818,1.3556,0.0996
1.6800,1.3553,0.1022
1.6780,1.3550,0.1047
1.6760,1.3549,0.1073
